seal_id,hypothesis,tamil_script,phoneme_roman,morpheme_english,semantic_domain,translation_status,confidence,source
3246,VPS2024,வய மூ ள ஆ ொவ்வ = மூத் ஆ ொப்கபொன்,vaya muu La aa ovva = muuth aa opkapon,Carer of aged cows,animal husbandry,complete,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
3249,VPS2024,ம ணொ ள ஆ ணய்,ma No La aa Nay,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
3328,VPS2024,வய மூ ட்ை ஆ ஓர் (பசு - ஒருலம),vaya muu tai aa oor (pachu - orulama),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
3351,VPS2024,மூ ள ய் ஆ (மூ இள ய்மொடு ள்),muu La y aa (muu iLa ymotu L),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4022,VPS2024,மீ மீ வன இள ை சொண னி,mii mii vana iLa ai choNa ni,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4029,VPS2024,வய ஆ ொவ்வ,vaya aa ovva,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4033,VPS2024,மூ வ ல ஆ,muu va la aa,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4055,VPS2024,"இரு வ்வன் "" வ்யமூன்","iru vvan "" vyamuun",,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4056,VPS2024,ை ம ைொ ை ன் = வைிய அலமப்பொளன்,ai ma aio ai n = vaiiya alamappoLan,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4084,VPS2024,மூை ஆவ் ஆய் ைொ ய் பசு,muuai aav aay aio y pachu,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4166,VPS2024,ஒர் ஆ ொவ்வ,or aa ovva,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4262,VPS2024,ை ண ை ன ய்யொ,ai Na ai na yyo,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4320,VPS2024,வர ளொர் ய் ஆ ண(ய்),vara Lor y aa Na(y),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4347,VPS2024,வரி 1- அரச ஆ ண(ய்),vari 1- aracha aa Na(y),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4347,VPS2024,வரி 2- இரு அ ?,vari 2- iru a ?,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4354,VPS2024,ம ைொ ை பண்ணொ ை = பண்ணயர் குழுமம்,ma aio ai paNNo ai = paNNayar kuzhumam,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4371,VPS2024,ம ைொ ை பண்ணொை ஆ ண(ய்),ma aio ai paNNoai aa Na(y),Order of the Farmers Guild,governance / law,complete,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4430,VPS2024,பண்ணய் ய்யொ ஆ ண(ய்),paNNay yyo aa Na(y),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4582,VPS2024,வரி 1 - ைொ பண்ணொ ஆ ண (ய்),vari 1 - aio paNNo aa Na (y),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4582,VPS2024,அ ெொ (மூ?) [scribe error?],a eo (muu?) [scribe error?],,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4590,VPS2024,ஆ ொவ்வ மூ,aa ovva muu,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4626,VPS2024,(இ)ள ஞொன் ஆ,(i)La nyon aa,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4718,VPS2024,வரி 1- அய் ய அய் ஓ வ்யமூன்,vari 1- ay ya ay oo vyamuun,Panic milk / emergency milk for children,social welfare,complete,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4718,VPS2024,வரி 2- அம்மூ = குழந்ல ள் உணவு,vari 2- ammuu = kuzhanla L uNavu,Panic milk / emergency milk for children,social welfare,complete,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
4718,VPS2024,பொல். வரி 2- அ ம்மூ=குழந்ல உணவு,pol. vari 2- a mmuu=kuzhanla uNavu,Panic milk / emergency milk for children,social welfare,complete,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
5119,VPS2024,வ வ மூை ஆ த ொழு,va va muuai aa tha ozhu,Shed for aged cattle,animal welfare,complete,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
5274,VPS2024,வரி 1 - இை இைம ஆண(ய்),vari 1 - iai iaima aaNa(y),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
5274,VPS2024,வரி 2 - அ ம்மூ,vari 2 - a mmuu,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
5305,VPS2024,ர ஆ ண வ்வ அய்,ra aa Na vva ay,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
5443,VPS2024,ளொர் ஆ ண(ய்),Lor aa Na(y),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
5461,VPS2024,வரி 1 - ண்ண ள ய்யொ ஆ ண(ய்),vari 1 - NNa La yyo aa Na(y),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
6213,VPS2024,ஓ ை ண்ணொ ஆ,oo ai NNo aa,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
7002,VPS2024,ஆ ொவ்வ மூ,aa ovva muu,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
7040,VPS2024,ஆ ொவ்வ அய்,aa ovva ay,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
7078,VPS2024,ண ெ ய் = ணண்ெய்= தவண்ணய்,Na e y = NaNey= thavaNNay,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
8031,VPS2024,ய் ெ = தெய்,y e = they,,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
8041,VPS2024,மூ ள ஆ ொவ்வ (ள ர- ர மயக் ம்),muu La aa ovva (La ra- ra mayak m),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
8117,VPS2024,க ொழி (ஊர்) ஆ ண(ய்),ka ozhi (uur) aa Na(y),,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
9091,VPS2024,"வ ம ய "" ெ ய் = சிறந் மணமுலைய தெய்","va ma ya "" e y = chiRan maNamulaiya they",,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
9811,VPS2024,"ம ம வயய் "" ெய் = ம மவொய தெய்","ma ma vayay "" ey = ma mavoya they",,,pending,0.68,INDUS_SEALS_READ_in_book_5.pdf (author direct upload)
